,Unnamed: 0,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon
2834,2834,Fulham Park Gardens,1600000,Flat / Apartment,1763,4,4,4,Fulham,London,SW6 4JZ,51.47075479999999,-0.2083356
2835,2835,Lonsdale Road,4500000,House,3908,6,6,6,Barnes,London,SW13 9JS,51.4863964,-0.2370487
2836,2836,Grosvenor Gardens,1095000,House,1838,4,4,4,Woodford Green,Essex,IG8 0AR,51.604368,0.03163080000000001
2837,2837,Dolben Court,1200000,Flat / Apartment,1083,2,2,2,Montaigne Close,London,SW1P 4BB,51.4922176,-0.1309576
2838,2838,Kingston House South,2495000,Flat / Apartment,1753,3,3,3,Ennismore Gardens,London,SW7 1NF,51.5002185,-0.1712899
2839,2839,Cabul Road,1275000,House,1750,4,4,4,Battersea,London,SW11 2PN,51.4699733,-0.1699507
2840,2840,Dalmeny Court,1500000,Flat / Apartment,798,2,2,2, St. James's,London,SW1Y 6BL,51.5072025,-0.137362
2841,2841,Shirland Road,600000,Flat / Apartment,630,2,2,2,Maida Vale,London,W9 2EL,51.5255509,-0.1910194
2842,2842,Randolph Avenue,1100000,Flat / Apartment,908,2,2,2,,London,W9 1PF,51.5317429,-0.1878469
2843,2843,Grand Drive,575000,House,971,3,3,3,Raynes Park,London,SW20 9DG,51.4057118,-0.2297285
2844,2844,Mandalay Road,925000,Flat / Apartment,893,2,2,2,Clapham,London,SW4 9EE,51.4555588,-0.1408463
2845,2845,Manor Road,1495000,House,2433,4,4,4, Loughton,Essex,IG10 4AD,51.66346979999999,0.0331027
2846,2846,Southwell Gardens,4750000,Flat / Apartment,2500,3,3,3,,London,SW7 4SB,51.4961127,-0.1842764
2847,2847,Napier Road,2000000,House,2189,3,3,3,,London,W14 8LQ,51.4981626,-0.207045
2848,2848,Battersea Bridge Road,799950,Flat / Apartment,1040,2,2,2,,Battersea,SW11 3AS,51.4752556,-0.1667298
2849,2849,Fielding Road,1300000,House,1347,3,3,3,Chiswick,London,W4 1DB,51.50046640000001,-0.2578872
2850,2850,Schubert Road,1100000,Flat / Apartment,2043,4,4,4,Putney,London,SW15 2QS,51.4581444,-0.2046404
2851,2851,Great Eastern Street,1200000,Flat / Apartment,890,1,1,1,,London,EC2A 3EP,51.524841,-0.0807079
2852,2852,Nottingham Place,9250000,House,5139,4,4,4,,London,W1U 5LU,51.522322,-0.1534664
2853,2853,Rivermead,1499000,House,3238,5,5,5,East Molesey,Surrey,KT8 9AZ,51.4086226,-0.3605523
2854,2854,The Heights,475000,Flat / Apartment,977,3,3,3, Watford,Hertfordshire,WD19 4PU,51.6448595,-0.3889
2855,2855,Mallinson Road,925000,Flat / Apartment,944,2,2,2,,London,SW11 1BP,51.4580881,-0.1678491
2856,2856,Addisland Court,1450000,Flat / Apartment,961,2,2,2,Holland Villas Road,London,W14 8DA,51.5043316,-0.2123504
2857,2857,Fitzgerald Road,1995000,House,3443,5,5,5,Thames Ditton,Surrey,KT7 0TU,51.3905835,-0.3312857
2858,2858,Ashburn Gardens,2195000,Flat / Apartment,1623,3,3,3,,London,SW7 4DG,51.4938803,-0.1858778
2859,2859,Bazalgette Court,550000,Flat / Apartment,797,2,2,2,Great West Road,London,W6 9AG,51.4908549,-0.2405211
2860,2860,Waldemar Avenue,1950000,House,2054,5,5,5,Bishops Park,Fulham,SW6 5LU,51.4741161,-0.2117463
2861,2861,Deodar Road,1375000,House,1360,3,3,3,Putney,London,SW15 2NJ,51.4631197,-0.2083178
2862,2862,Thirsk Road,799999,Flat / Apartment,1090,2,2,2,,London,SW11 5SU,51.4640387,-0.1584978
2863,2863,Boyd Building,440000,Flat / Apartment,847,2,2,2,10 Frobisher Yard,London,E16 2GY,51.5063431,0.0760324
2864,2864,Nottingham Place,3500000,Flat / Apartment,1956,3,3,3,Marylebone,London,W1U 5NH,51.5215387,-0.152835
2865,2865,Craig Tower,475000,Flat / Apartment,895,2,2,2, Bow,London,E3 4EF,51.5168998,-0.0216866
2866,2866,Cavendish Road,825000,Flat / Apartment,1312,3,3,3,Brondesbury,London,NW6 7XP,51.5435901,-0.206831
2867,2867,Meadowbank,3500000,House,2956,5,5,5,Primrose Hill,London,NW3 3AY,51.5409452,-0.1602977
2868,2868,Hillbrow,950000,Flat / Apartment,1239,3,3,3,,Richmond Hill,TW10 6BH,51.4545113,-0.2993771
2869,2869,Draycott Place,2750000,Flat / Apartment,1474,3,3,3,,London,SW3 2SB,51.4923738,-0.1613184
2870,2870,Mogul Building,625000,Flat / Apartment,928,2,2,2, Stratford,London,E15 1FY,51.5484905,-0.004118699999999999
2871,2871,Boat Race House,1295000,New development,1487,2,2,2,63 Mortlake High Street,London,SW14 8HL,51.4700019,-0.2635255
2872,2872,West Hill Road,2950000,House,2995,5,5,5,Putney,London,SW18 1LE,51.4535115,-0.2021881
2873,2873,Porchester Road,899995,Flat / Apartment,834,2,2,2,Notting Hill,London,W2 5DP,51.5165668,-0.1880749
2874,2874,Alvington Crescent,1300000,House,1907,4,4,4,Hackney,London,E8 2NW,51.5504842,-0.0733687
2875,2875,Elizabeth Mews,1495000,House,1020,2,2,2,Belsize Park,London,NW3 4UH,51.5460601,-0.1624711
2876,2876,Keble Place,795000,Flat / Apartment,922,2,2,2,Barnes,London,SW13 8HL,51.4845957,-0.2303343
2877,2877,Chiswick Quay,1450000,House,2106,4,4,4,Chiswick,London,W4 3UR,51.4762759,-0.2712508
2878,2878,Sugden Road,795000,Flat / Apartment,860,2,2,2,,London,SW11 5ED,51.4623421,-0.1575439
2879,2879,Barmouth Road,765000,Flat / Apartment,993,2,2,2,Wandsworth,London,SW18 2DT,51.4523404,-0.1839548
2880,2880,Vicarage Drive,2150000,House,2309,5,5,5,,London,SW14 8RX,51.45934579999999,-0.2653549
2881,2881,Ivory House,825000,Flat / Apartment,616,1,1,1,East Smithfield,London,E1W 1AT,51.5072653,-0.07170549999999999
2882,2882,Pond Place,9500000,House,4277,4,4,4,,London,SW3 6QJ,51.4913552,-0.1709389
2883,2883,Knivet Road,1575000,House,1703,4,4,4, Fulham,London,SW6 1JJ,51.4827778,-0.1989351
2884,2884,Paget Place,1575000,House,2514,4,4,4,Kingston upon Thames,Surrey,KT2 7HZ,51.42449,-0.2726301
2885,2885,Wandsworth Road,1350000,House,1900,4,4,4,,London,SW8 3JF,51.4674808,-0.1452429
2886,2886,Hans Crescent,2050000,Flat / Apartment,1003,2,2,2,,London,SW1X 0LJ,51.4992421,-0.1606096
2887,2887,Beaufort Gardens,1999950,Flat / Apartment,802,2,2,2,,London,SW3 1PS,51.4979767,-0.1636429
2888,2888,Pond Street,875000,Flat / Apartment,943,2,2,2,Hampstead,London,NW3 2PS,51.5539432,-0.1651249
2889,2889,Glenburnie Road,1275000,House,1445,3,3,3,,London,SW17 7NE,51.4354287,-0.16513
2890,2890,Barrowgate Road,2850000,House,2833,5,5,5,Chiswick,London,W4 4QU,51.488384,-0.2654203
2891,2891,Bath Road,3500000,House,3775,7,7,7,Bedford Park,London,W4 1LJ,51.4967756,-0.250983
2892,2892,Stanlake Road,1875000,House,2618,5,5,5,,London,W12 7HG,51.5082734,-0.2279612
2893,2893,Bridge Street,2100000,House,2139,5,5,5,Chiswick,London,W4 5UF,51.49386399999999,-0.2638293
2894,2894,Abbey Lodge,3750000,Flat / Apartment,2315,4,4,4, St John's Wood,London,NW8 7RJ,51.5279993,-0.1645394
2895,2895,Blomfield Road,2450000,Flat / Apartment,1289,2,2,2,Little Venice,London,W9 2PD,51.5219272,-0.1846331
2896,2896,Arena Tower,498000,Flat / Apartment,554,1,1,1, Canary Wharf,London,E14 9TA,51.4977219,-0.0155446
2897,2897,Oxborough House,590000,Flat / Apartment,795,2,2,2,33 Eltringham Street,London,SW18 1GS,51.4620448,-0.1840304
2898,2898,Clerkenwell Road,900000,Flat / Apartment,756,2,2,2,,London,EC1M 5PY,51.5225922,-0.09887939999999999
2899,2899,Cranley Gardens,1195000,Flat / Apartment,850,1,1,1,,London,SW7 3DD,51.4900791,-0.1796617
2900,2900,Courtfield Gardens,2195000,Flat / Apartment,1268,2,2,2,,London,SW5 0PD,51.4924932,-0.189808
2901,2901,Bassein Park Road,2400000,House,3029,6,6,6,,London,W12 9RZ,51.50176860000001,-0.2457056
2902,2902,Park Mansions,850000,Flat / Apartment,975,3,3,3, Battersea,London,SW11 4HQ,51.4745399,-0.1629425
2903,2903,Palace Road,4250000,House,6632,7,7,7,East Molesey,Surrey,KT8 9DN,51.4043856,-0.3508409
2904,2904,Manor House,1025000,Flat / Apartment,1070,3,3,3, Marylebone,London,NW1 5NP,51.52119750000001,-0.1648995
2905,2905,Balcombe Street,520000,Flat / Apartment,411,1,1,1,Marylebone,London,NW1 6HD,51.5245659,-0.1623566
2906,2906,Charlwood Road,1950000,House,2158,3,3,3,Putney,London,SW15 1PW,51.46395529999999,-0.2206807
2907,2907,Corinthia Residences,8950000,New development,2956,3,3,3,10 Whitehall Place,London,SW1A 2BD,51.5062546,-0.1252818
2908,2908,Crane Grove,799950,House,686,2,2,2,,London,N7 8LE,51.54661,-0.1065606
2909,2909,Lansdowne Drive,1295000,House,1364,3,3,3,Hackney,London,E8 3ER,51.541355,-0.0639908
2910,2910,Winterdown Road,775000,House,1149,2,2,2,Esher,Surrey,KT10 8LJ,51.3631109,-0.3812672
2911,2911,Dartmouth Terrace,410000,Flat / Apartment,547,1,1,1,Blackheath,London,SE10 8AX,51.4719767,-0.0066123
2912,2912,Embassy Works,625000,Flat / Apartment,541,1,1,1,10-12 Lawn Lane,London,SW8 1UD,51.4838897,-0.1219073
2913,2913,Dance Square,650000,Flat / Apartment,571,1,1,1,,London,EC1V 3AN,51.5258796,-0.0975314
2914,2914,Beacon Tower,595000,Flat / Apartment,735,2,2,2,1 Spectrum Way,London,SW18 4GL,51.4561776,-0.1971893
2915,2915,Tamarind Court,2650000,New development,1191,2,2,2,Stone Hall Gardens,London,W8 5UP,51.4978846,-0.1912799
2916,2916,Wandsworth Common West Side,2500000,House,2882,6,6,6,Wandsworth,London,SW18 2ED,51.4545179,-0.1811336
2917,2917,Queenstown Road,950000,House,1661,4,4,4,Battersea,London,SW8 3QD,51.4727604,-0.1487152
2918,2918,Fladgate House,820000,New development,797,1,1,1,,4 Circus Road West,SW11 8EU,51.4820037,-0.1463681
2919,2919,Heath Rise,1225000,Flat / Apartment,2056,3,3,3, Putney,London,SW15 3HF,51.45447910000001,-0.2166734
2920,2920,Pembridge Villas,1795000,Flat / Apartment,1118,2,2,2,Notting Hill,London,W11 3EL,51.5134647,-0.1974363
2921,2921,The Woodlands,1000000,House,1666,3,3,3,Esher,Surrey,KT10 8DD,51.38164099999999,-0.3571181
2922,2922,Holroyd Road,2295000,House,2899,4,4,4,Putney,London,SW15 6LN,51.4604673,-0.2260994
2923,2923,Campden Hill Court,5000000,Flat / Apartment,2248,4,4,4,Campden Hill Road,London,W8 7HX,51.5031956,-0.1963
2924,2924,Campion Road,2895000,House,3414,6,6,6,Putney,London,SW15 6NN,51.4603839,-0.2283195
2925,2925,Rutland Gate,1000000,Flat / Apartment,728,2,2,2,,London,SW7 1BH,51.5012209,-0.1675324
2926,2926,Highbury New Park,625000,Flat / Apartment,825,2,2,2,,London,N5 2DJ,51.5516586,-0.0912774
2927,2927,Freeland Road,3000000,House,4088,6,6,6,Ealing,London,W5 3HR,51.513018,-0.2901521
2928,2928,Edge Hill,3950000,New development,4438,5,5,5,Wimbledon,London,SW19 4NP,51.4184192,-0.2232543
2929,2929,Gorst Road,2999000,House,3295,6,6,6,,London,SW11 6JE,51.4525989,-0.164744
2930,2930,Gloucester Street,965000,Flat / Apartment,925,2,2,2,Pimlico,London,SW1V 2DB,51.4903088,-0.1404278
2931,2931,Byfeld Gardens,2000000,House,2127,4,4,4,Barnes,London,SW13 9HP,51.4759417,-0.2408932999999999
2932,2932,Montagu Mews West,5000000,House,2332,4,4,4,,Marylebone,W1H 2EE,51.5173062,-0.159896
2933,2933,Marryat Place,3450000,New development,3802,5,5,5,Wimbledon,London,SW19 5BL,51.4302962,-0.2142196
2934,2934,Callow Street,895000,Flat / Apartment,555,1,1,1,,London,SW3 6BJ,51.4863003,-0.1789624
2935,2935,Oxshott,5000000,House,7879,6,6,6,,Surrey,KT22 0QB,51.34219419999999,-0.3528565
2936,2936,Stanley Grove,1095000,House,1256,4,4,4,,London,SW8 3PB,51.4683079,-0.1509255
2937,2937,West Eaton Place Mews,5650000,House,2753,4,4,4,Belgravia,London,SW1X 8LY,51.4949687,-0.1559123
2938,2938,Foyle Road,2820000,New development,3900,5,5,5,Blackheath,London,SE3 7RH,51.4813931,0.0096695
2939,2939,Worple Avenue,2250000,House,2835,5,5,5,Wimbledon,London,SW19 4JQ,51.4158723,-0.2201604
2940,2940,Speldhurst Road,1450000,House,1667,4,4,4,South Hackney,London,E9 7EH,51.5391017,-0.0468682
2941,2941,City Road,700000,Flat / Apartment,997,2,2,2,,London,EC1V 2NR,51.52633789999999,-0.08811279999999999
2942,2942,Exchange Building,1850000,Penthouse,1836,2,2,2, Spitalfields,London,E1 6NQ,51.5209482,-0.0747454
2943,2943,Doughty Street,3000000,House,3325,7,7,7,Bloomsbury,London,WC1N 2AA,51.5245127,-0.1170355
2944,2944,Boundaries Road,1525000,House,2232,5,5,5,,London,SW12 8HG,51.441373,-0.1616829
2945,2945,Hatton Wall,1350000,Penthouse,1117,2,2,2,Clerkenwell,London,EC1N 8JJ,51.5212521,-0.1094437
2946,2946,Dallington Street,625000,Flat / Apartment,636,1,1,1,Clerkenwell,London,EC1V 0DB,51.5244808,-0.1011073
2947,2947,Marville Road,1650000,House,1576,4,4,4,Fulham,London,SW6 7BB,51.4790155,-0.205751
2948,2948,Inverness Street,450000,Flat / Apartment,500,1,1,1,Camden,London,NW1 7HB,51.5392922,-0.1449778
2949,2949,Telford Terrace,1625000,House,1372,4,4,4,,London,SW1V 3AE,51.4856397,-0.1425766
2950,2950,The Drive,1000000,House,1528,4,4,4,,Northwood,HA6 1HW,51.6028816,-0.4212459000000001
2951,2951,Rosebery Avenue,850000,Flat / Apartment,848,2,2,2,Clerkenwell,London,EC1R 4UL,51.5282306,-0.1072226
2952,2952,Spencer Road,2495000,House,3609,6,6,6,,Twickenham,TW2 5TH,51.4412039,-0.3415146
2953,2953,Chiswick Quay,2250000,House,2469,4,4,4,,London,W4 3UR,51.4762759,-0.2712508
2954,2954,Hamilton Terrace,3950000,House,2803,5,5,5,St. John's Wood,London,NW8 9UG,51.5272942,-0.1769949
2955,2955,Surrey Square,1750000,House,2396,5,5,5,,London,SE17 2JX,51.4890839,-0.08223939999999999
2956,2956,Newcastle House,1195000,Flat / Apartment,678,1,1,1, Marylebone,London,W1U 5BR,51.5209134,-0.1542441
2957,2957,Magdalen Road,650000,Flat / Apartment,1077,2,2,2,Wandsworth,London,SW18 3NY,51.4421571,-0.1872224
2958,2958,Perrymead Street,3000000,House,3027,5,5,5, Parsons Green,London,SW6 3SN,51.47329569999999,-0.1934189
2959,2959,Ceram Court,550000,Flat / Apartment,960,2,2,2, Bow,London,E3 3GW,51.5197199,-0.0161445
2960,2960,Bristol House,1000000,Flat / Apartment,659,1,1,1,67 Lower Sloane Street,London,SW1W 8DD,51.4903115,-0.1565469
2961,2961,Park Square East,9950000,House,4876,6,6,6,Regent's Park,London,NW1 4LH,51.524801,-0.1452932
2962,2962,Chelsea Square,11950000,House,4785,5,5,5,,London,SW3 6LH,51.4884534,-0.1740079
2963,2963,Trefoil Road,1500000,House,2123,5,5,5,Wandsworth,London,SW18 2EQ,51.45666620000001,-0.1822286
2964,2964,Leathwaite Road,599999,Flat / Apartment,665,2,2,2,,London,SW11 1XG,51.4603439,-0.162015
2965,2965,Nevern Square,995000,Flat / Apartment,1021,2,2,2,,London,SW5 9NN,51.4924052,-0.1963516
2966,2966,Plender Street,525000,Flat / Apartment,565,1,1,1,Camden,London,NW1 0LB,51.5363793,-0.1376414
2967,2967,Ebury Street,2395000,Flat / Apartment,1190,3,3,3,,London,SW1W 0PA,51.4951503,-0.1474628
2968,2968,Abingdon Court,2100000,Flat / Apartment,1367,3,3,3, Kensington,London,W8 6BS,51.49835969999999,-0.1940994
2969,2969,Geraldine Road,800000,Flat / Apartment,1044,2,2,2,Wandsworth,London,SW18 2NT,51.4559408,-0.1847476
2970,2970,Glenalmond House,885000,Flat / Apartment,1113,3,3,3, Putney,London,SW15 3LP,51.4553994,-0.2222079
2971,2971,Howards Lane,2395000,House,2881,5,5,5,Putney,London,SW15 6NZ,51.4606432,-0.2300081
2972,2972,Maitland Court,1680000,Flat / Apartment,1502,3,3,3, Paddington,London,W2 3PD,51.5125946,-0.1760545
2973,2973,Thornton Avenue,2000000,House,2178,4,4,4,Chiswick,London,W4 1QF,51.4944788,-0.2537505
2974,2974,Corney Reach Way,1175000,House,1752,3,3,3,Chiswick,London,W4 2TY,51.482879,-0.2519901
2975,2975,Fulham Park Gardens,2350000,House,2720,6,6,6,Fulham,London,SW6 4JX,51.4718983,-0.2066637
2976,2976,Bute Avenue,4200000,House,4591,6,6,6,Richmond,Surrey,TW10 7AX,51.4437313,-0.3007561
2977,2977,Chepstow Road,1550000,Flat / Apartment,1227,2,2,2,Notting Hill,London,W2 5BH,51.5154323,-0.1949805
2978,2978,St. Dionis Road,2500000,House,2314,4,4,4, Fulham,London,SW6 4TT,51.4736875,-0.2019424
2979,2979,Weststand Apartments,695000,Flat / Apartment,871,2,2,2,Highbury Stadium Square,London,N5 1FH,51.5574897,-0.1036996
2980,2980,Harefield,775000,House,1368,3,3,3,Esher,Surrey,KT10 9TG,51.3725217,-0.343651
2981,2981,Philbeach Gardens,4950000,House,4622,6,6,6,,London,SW5 9EB,51.49069950000001,-0.200049
2982,2982,Philbeach Gardens,1795000,Flat / Apartment,1402,4,4,4,,London,SW5 9DY,51.490266,-0.1975884
2983,2983,Wandsworth Common West Side,2550000,House,2665,5,5,5,Wandsworth,London,SW18 2ED,51.4545179,-0.1811336
2984,2984,Oyster Wharf,565000,Flat / Apartment,711,2,2,2, Battersea,London,SW11 3RJ,51.47139809999999,-0.1777124
2985,2985,Block A,2500000,Flat / Apartment,1950,3,3,3,50 Holland Street,London,SE1 9FU,51.5071441,-0.1011944
2986,2986,East Hill,885000,Flat / Apartment,920,2,2,2,Wandsworth,London,SW18 2HG,51.45818449999999,-0.1844571
2987,2987,Sefton Street,399950,New development,362,1,1,1,Putney,London,SW15 1NA,51.4696074,-0.2269257
2988,2988,Darwin Court,895000,Flat / Apartment,1013,2,2,2, Primrose Hill,London,NW1 7BQ,51.5380689,-0.148373
2989,2989,North Side Wandsworth Common,550000,Flat / Apartment,654,2,2,2,,London,SW18 2SL,51.4585751,-0.1771721
2990,2990,Airedale Road,1450000,House,2270,4,4,4,,London,SW12 8SF,51.4472339,-0.1603826
2991,2991,Television Centre,1160000,New development,861,2,2,2,101 Wood Lane,London,W12 7FT,51.5103516,-0.2262376
2992,2992,Atrium Apartments,2500000,Flat / Apartment,1227,2,2,2, St John's Wood,London,NW8 7EA,51.5285984,-0.1666202
2993,2993,Ennismore Gardens,1575000,Flat / Apartment,699,1,1,1,,London,SW7 1NP,51.49992410000001,-0.1714458
2994,2994,Langdon Park Road,2500000,House,3613,7,7,7,Highgate,London,N6 5QG,51.5733588,-0.1389009
2995,2995,Draycott Place,1150000,Flat / Apartment,682,1,1,1,,London,SW3 2SB,51.4923738,-0.1613184
2996,2996,Fassett Square,1450000,House,1727,4,4,4,,London,E8 1DQ,51.5468553,-0.06543059999999999
2997,2997,Cadogan Lane,2650000,House,1304,2,2,2,,London,SW1X 9DX,51.4965041,-0.1569021
2998,2998,Birkbeck Road,1175000,House,1601,4,4,4,Wimbledon,London,SW19 8NZ,51.423953,-0.1899564
2999,2999,Loddiges Road,360000,Flat / Apartment,630,2,2,2,South Hackney,London,E9 7PJ,51.5422879,-0.0529908
3000,3000,Linnet Court,670000,Flat / Apartment,920,2,2,2, Putney,London,SW15 6RJ,51.4558998,-0.2267514
3001,3001,Thornton Place,799500,Flat / Apartment,898,2,2,2,,London,SW4 0AB,51.4616214,-0.149468
3002,3002,Hartismere Road,1250000,House,1828,4,4,4,Fulham,London,SW6 7UE,51.4820506,-0.2031116
3003,3003,Ayr Court,350000,Flat / Apartment,422,1,1,1,Monks Drive,London,W3 0EA,51.5203718,-0.2838515
3004,3004,Kings Drive,895000,House,1579,4,4,4,Thames Ditton,Surrey,KT7 0TH,51.3901183,-0.3264157
3005,3005,Fee Farm Road,1500000,House,2122,5,5,5, Esher,Surrey,KT10 0JX,51.3569539,-0.3365567
3006,3006,Trevor Square,4250000,House,1978,4,4,4,Knightsbridge,London,SW7 1DY,51.50044279999999,-0.1649269
3007,3007,Porteus Place,1225000,Flat / Apartment,1262,3,3,3,,London,SW4 0AS,51.4636044,-0.1429382
3008,3008,Newark Street,1150000,House,1447,4,4,4,,London,E1 2AA,51.5169057,-0.0602717
3009,3009,Queen Anne's Gate,14850000,House,7800,6,6,6,,London,SW1H 9AA,51.5008728,-0.1323468
3010,3010,Larkhall Rise,2250000,House,2422,5,5,5,,London,SW4 6LB,51.4683283,-0.1385711
3011,3011,Gore Road,405000,Flat / Apartment,376,1,1,1,South Hackney,London,E9 7HR,51.5366544,-0.05165939999999999
3012,3012,Eleven Acre Rise,2750000,House,5310,5,5,5,Loughton,Essex,IG10 1AN,51.6501027,0.0621966
3013,3013,Southgate Road,1695000,House,2160,4,4,4,Islington,London,N1 3HX,51.5440438,-0.0836783
3014,3014,Cross Street,850000,Flat / Apartment,770,2,2,2,Islington,London,N1 2BA,51.53951439999999,-0.101534
3015,3015,Television Centre,1295000,Flat / Apartment,924,2,2,2,101 Wood Lane,London,W12 7FT,51.5103516,-0.2262376
3016,3016,80 Rainville Road,2750000,Flat / Apartment,1765,3,3,3,Hammersmith,London,W6 9HS,51.4845062,-0.2250086
3017,3017,The Tower,2750000,Flat / Apartment,1539,3,3,3, Vauxhall,London,SW8 2DA,51.4850661,-0.1279949
3018,3018,Maddox Street,1500000,Flat / Apartment,638,1,1,1,,London,W1S 2QJ,51.5130458,-0.1417787
3019,3019,City Road,599950,Flat / Apartment,495,1,1,1,Clerkenwell,London,EC1V 2PY,51.5307328,-0.1023465
3020,3020,Mulberry Court,1100000,Flat / Apartment,1461,3,3,3,1 School Mews,London,E1 0EW,51.5106118,-0.0597898
3021,3021,Eton Avenue,4750000,House,2890,5,5,5,Belsize Park,London,NW3 3HL,51.5450357,-0.1682668
3022,3022,Castelnau,2500000,House,3053,5,5,5,Barnes,London,SW13 9EW,51.4841451,-0.2350471
3023,3023,Richard Burbidge Mansions,1250000,Flat / Apartment,1281,2,2,2,1 Brasenose Drive,London,SW13 8RB,51.484203,-0.2293413
3024,3024,Boat Race House,1650000,New development,1887,2,2,2,63 Mortlake High Street,London,SW14 8HL,51.4700019,-0.2635255
3025,3025,Cathcart Road,6250000,House,3215,5,5,5,Chelsea,London,SW10 9NN,51.4868728,-0.1845715
3026,3026,London House,5295000,Penthouse,2807,4,4,4, St John's Wood,London,NW8 7PX,51.53539,-0.165035
3027,3027,Hasker Street,3500000,House,1481,3,3,3,,London,SW3 2LQ,51.4951494,-0.1651396
3028,3028,Ovington Square,14500000,House,7156,6,6,6,,London,SW3 1LJ,51.496595,-0.1649951
3029,3029,Somerset Square,4250000,House,2631,2,2,2,,London,W14 8EE,51.5010699,-0.207219
3030,3030,Lanherne House,699950,Flat / Apartment,1087,3,3,3,9 The Downs,London,SW20 8JG,51.4173042,-0.2244481
3031,3031,Craven Hill Gardens,1100000,Flat / Apartment,718,1,1,1,,London,W2 3EA,51.5130183,-0.1824942
3032,3032,Studdridge Street,3100000,House,2885,6,6,6, Fulham,London,SW6 3SL,51.47231319999999,-0.1932705
3033,3033,Spinnaker House,700000,Flat / Apartment,990,2,2,2, Battersea,London,SW18 1FR,51.4637597,-0.1861794
3034,3034,Artillery Mansions,1600000,Flat / Apartment,1078,2,2,2, Westminster,London,SW1H 0HX,51.4968158,-0.1345297
3035,3035,Huntingfield Road,625000,House,899,2,2,2,Putney,London,SW15 5ER,51.4564818,-0.2403169
3036,3036,Briary Close,1895000,House,1975,5,5,5,Swiss Cottage,London,NW3 3JZ,51.5431125,-0.1683441
3037,3037,Ladbroke Grove,485000,Flat / Apartment,454,1,1,1,Notting Hill,London,W11 1PG,51.5155483,-0.2089996
3038,3038,Layer Gardens,2150000,House,2887,6,6,6,Ealing,London,W3 9PR,51.5116631,-0.2829683
3039,3039,Sindercombe Mews,1200000,House,1358,2,2,2,,London,W12 9BQ,51.5005248,-0.2389095
3040,3040,Faraday Lodge,565000,Flat / Apartment,895,2,2,2, Greenwich,London,SE10 0QL,51.4951459,0.0152741
3041,3041,Broomwood Road,600000,Flat / Apartment,736,3,3,3,,London,SW11 6JF,51.453864,-0.1628365
3042,3042,Boat Race House,1850000,New development,1978,3,3,3,63 Mortlake High Street,London,SW14 8HL,51.4700019,-0.2635255
3043,3043,Eglantine Road,1275000,House,1766,4,4,4,Wandsworth,London,SW18 2DD,51.4562836,-0.1865621
3044,3044,Longmoore Street,2100000,House,1913,4,4,4,,London,SW1V 1JQ,51.4923375,-0.140763
3045,3045,Elizabeth Street,3450000,Flat / Apartment,2377,5,5,5,,London,SW1W 9PB,51.4940586,-0.1512239
3046,3046,Elsworthy Rise,1050000,New development,546,1,1,1,Primrose Hill,London,NW3 3DS,51.5413854,-0.1637122
3047,3047,Well Road,6950000,New development,4295,5,5,5,Hampstead,London,NW3 1LH,51.5595855,-0.17403
3048,3048,St John Street,999950,Penthouse,764,2,2,2,,London,EC1V 4ND,51.5311484,-0.1058039
3049,3049,Mandeville Courtyard,995000,Flat / Apartment,1115,2,2,2, Battersea,London,SW11 4NB,51.4743347,-0.1573203
3050,3050,Hornsey Lane Gardens,1150000,Flat / Apartment,1346,3,3,3,Highgate,London,N6 5NY,51.5732018,-0.1358046
3051,3051,Boat Race House,2200000,Penthouse,1715,2,2,2,63 Mortlake High Street,London,SW14 8HL,51.4700019,-0.2635255
3052,3052,Boat Race House,1800000,Penthouse,1490,2,2,2,63 Mortlake High Street,London,SW14 8HL,51.4700019,-0.2635255
3053,3053,Warwick Way,680000,Flat / Apartment,681,2,2,2,,London,SW1V 1QR,51.491711,-0.142085
3054,3054,Butler House,925000,New development,1033,3,3,3, Maida Vale,London,W9 2DP,51.5231466,-0.1989854
3055,3055,Westbourne Terrace Road,1800000,Flat / Apartment,1441,3,3,3,Little Venice,London,W2 6NG,51.5206131,-0.1845556
3056,3056,Packington Street,1000000,Flat / Apartment,923,2,2,2,Islington,London,N1 8RA,51.5369036,-0.0991336
3057,3057,Vincent Close,1765000,House,3354,5,5,5,Esher,Surrey,KT10 8AW,51.373914,-0.3698228
3058,3058,Horseshoe Court,835000,Flat / Apartment,744,2,2,2,11 Brewhouse Yard,London,EC1V 4JU,51.5239781,-0.1017192
3059,3059,Tring Avenue,1900000,House,2599,5,5,5,,London,W5 3QD,51.5068856,-0.2883356
3060,3060,Jackson & Joseph Building,1900000,Flat / Apartment,2114,2,2,2,8 Princelet Street,London,E1 6QJ,51.519605,-0.0728993
3061,3061,Upper Richmond Road,540000,Flat / Apartment,615,2,2,2,Putney,London,SW15 2TX,51.4604259,-0.2162545
3062,3062,Palm House,899950,Flat / Apartment,1025,3,3,3,70 Sancroft Street,London,SE11 5AH,51.4899717,-0.1164861
3063,3063,Macaulay Road,5950000,House,6776,8,8,8,Clapham,London,SW4 0QX,51.4644589,-0.1452214
3064,3064,Poppyfield House,460000,Flat / Apartment,767,2,2,2,Copperwood Place,London,SE10 8GD,51.473819,-0.020874
