,Unnamed: 0,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon
3065,3065,Ormond House,730000,Flat / Apartment,626,2,2,2,Medway Street,London,SW1P 2TB,51.4959734,-0.1318844
3066,3066,Lingfield Road,1495000,Flat / Apartment,1618,3,3,3,,London,SW19 4PU,51.42353989999999,-0.2181795
3067,3067,Blue Row Cottage,525000,House,833,3,3,3,Upshirebury Green,Essex,EN9 3ST,51.6895929,0.0497397
3068,3068,Carlton Hill,1195000,Flat / Apartment,839,2,2,2,St. John's Wood,London,NW8 0JY,51.5370838,-0.1802518
3069,3069,Eardley Crescent,775000,Flat / Apartment,828,2,2,2,,London,SW5 9JS,51.4882511,-0.1957954
3070,3070,Anhalt Road,3200000,House,2634,5,5,5,Battersea,London,SW11 4NZ,51.4801333,-0.1663904
3071,3071,Clare Hill,2495000,House,4185,6,6,6,Esher,Surrey,KT10 9NB,51.3644228,-0.3675883
3072,3072,Hardman Road,699950,House,1037,3,3,3,Kingston upon Thames,Surrey,KT2 6RH,51.4115297,-0.2976659
3073,3073,Carew Road,500000,Flat / Apartment,955,2,2,2,Northwood,Middlesex,HA6 3NL,51.6127419,-0.4169029
3074,3074,Almeric Road,699999,Flat / Apartment,970,2,2,2,,London,SW11 1HL,51.4599722,-0.1658447
3075,3075,Ellington Street,500000,Flat / Apartment,462,1,1,1,,London,N7 8PL,51.54601659999999,-0.1110274
3076,3076,Seymour Road,1150000,House,1774,4,4,4,East Molesey,Surrey,KT8 0PB,51.3992531,-0.3606286
3077,3077,17 Lillie Square,2170000,New development,1083,3,3,3, Earls Court,London,SW6 1UE,51.4862657,-0.1982647
3078,3078,Queen's Gate Terrace,1395000,Flat / Apartment,924,2,2,2,,London,SW7 5PL,51.4983758,-0.1834948
3079,3079,Brynmaer Road,2300000,House,2062,4,4,4,,London,SW11 4EW,51.4738204,-0.1617906
3080,3080,Eagle Point,899995,Flat / Apartment,863,2,2,2, Old Street,London,EC1V 1AR,51.5279815,-0.0896442
3081,3081,Battersea High Street,900000,House,902,2,2,2,,London,SW11 3HX,51.473568,-0.1738389
3082,3082,Norfolk Road,6395000,House,2944,3,3,3,St. John's Wood,London,NW8 6HE,51.5374304,-0.1718889
3083,3083,Belgravia Court,1350000,Flat / Apartment,750,2,2,2,33 Ebury Street,London,SW1W 0NY,51.4953741,-0.1473961
3084,3084,Icon Apartments,5000000,Penthouse,4004,4,4,4, Pimlico,London,SW1V 3JY,51.4852427,-0.1362552
3085,3085,Queensmill Road,2300000,House,2713,6,6,6,Fulham,London,SW6 6JP,51.4799917,-0.2196536
3086,3086,Welbeck House,6100000,Flat / Apartment,2625,5,5,5, Marylebone,London,W1G 9XE,51.5166615,-0.1492129
3087,3087,Castlebar Hill,950000,House,968,2,2,2,Ealing,London,W5 1TD,51.5217815,-0.3128582
3088,3088,St. George's Square,2325000,Penthouse,1895,4,4,4,Pimlico,London,SW1V 3QN,51.4881714,-0.1343785
3089,3089,Ingram Avenue,17950000,House,14358,7,7,7,Hampstead Garden Suburb,London,NW11 6TL,51.5732992,-0.177507
3090,3090,Coleherne Court,1195000,Flat / Apartment,1039,3,3,3,Old Brompton Road,London,SW5 0EE,51.4896398,-0.1884661
3091,3091,Airedale Avenue,2250000,House,1874,5,5,5,Chiswick,London,W4 2NW,51.4917925,-0.2478894
3092,3092,Bridges Wharf,595000,Flat / Apartment,674,2,2,2, Battersea,London,SW11 3GZ,51.4692696,-0.1790498
3093,3093,Birdhurst Road,700000,Flat / Apartment,801,3,3,3,,London,SW18 1AR,51.4594351,-0.183918
3094,3094,Ann Street,675000,Flat / Apartment,736,2,2,2,,London,N1 7FF,51.5349778,-0.0957244
3095,3095,Quartz House,800000,Flat / Apartment,907,2,2,2, Ealing,London,W5 2XA,51.5133303,-0.3061088
3096,3096,Kings Road,1100000,Flat / Apartment,1156,2,2,2,,London,SW10 0TX,51.4807312,-0.1840088
3097,3097,Kingsway,995000,Flat / Apartment,685,2,2,2,,London,WC2B 6EL,51.5161106,-0.1190973
3098,3098,North Gate,3500000,Flat / Apartment,2423,4,4,4, St. John's Wood,London,NW8 7EJ,51.53236099999999,-0.1668583
3099,3099,Burlington Gardens,3950000,House,4188,7,7,7,Chiswick,London,W4 4LT,51.4894022,-0.2673839
3100,3100,South Terrace,6750000,House,3719,5,5,5,,London,SW7 2TB,51.4944151,-0.1699376
3101,3101,Wilton Place,9000000,House,4039,5,5,5,,London,SW1X 8RL,51.50113839999999,-0.1565277
3102,3102,Bentley Priory,700000,Flat / Apartment,1221,3,3,3, Stanmore,Middlesex,HA7 3FB,51.6265318,-0.3334487
3103,3103,Oaklands Estate,500000,Flat / Apartment,945,4,4,4,Clapham,London,SW4 8AG,51.4507595,-0.1364932
3104,3104,Kirby Street,950000,Flat / Apartment,870,2,2,2,Clerkenwell,London,EC1N 8TE,51.5199258,-0.107495
3105,3105,St. Luke's Avenue,1100000,New development,1310,2,2,2,,London,SW4 7EB,51.4628259,-0.1335545
3106,3106,Carillon Court,470000,Penthouse,496,1,1,1, Shoreditch,London,E1 5EN,51.51845040000001,-0.0677734
3107,3107,Petersham Road,2980000,House,3433,6,6,6,Richmond,Surrey,TW10 7DA,51.43900619999999,-0.3048165
3108,3108,Hopkinsons Place,1250000,Flat / Apartment,969,3,3,3,Primrose Hill,London,NW1 8TN,51.5397854,-0.1551531
3109,3109,Reform Street,850000,House,1017,2,2,2,Battersea,London,SW11 5AJ,51.4714908,-0.1600411
3110,3110,Tufton Court,1325000,Flat / Apartment,1167,3,3,3,Tufton Street,London,SW1P 3QH,51.4964904,-0.1282183
3111,3111,The Knightsbridge Apartments,6950000,Flat / Apartment,1584,3,3,3,199 Knightsbridge,London,SW7 1RH,51.5013972,-0.1638512
3112,3112,Hilliard Road,650000,House,1386,4,4,4,Northwood,Middlesex,HA6 1SP,51.607435,-0.4141415
3113,3113,St. Peters Square,3400000,House,2441,4,4,4,Hammersmith,London,W6 9AB,51.491913,-0.2433182
3114,3114,Drake House,1650000,Flat / Apartment,1189,2,2,2,76 Marsham Street,London,SW1P 4LY,51.4946373,-0.1293027
3115,3115,The Belvedere,2750000,Flat / Apartment,2080,4,4,4, Chelsea,London,SW10 0XA,51.4747803,-0.1806738
3116,3116,Wheatley Street,2200000,Flat / Apartment,1119,2,2,2,Marylebone,London,W1G 8PS,51.51942210000001,-0.1503406
3117,3117,Ellerby Street,3875000,House,4095,7,7,7, Fulham,London,SW6 6EY,51.4755867,-0.2167866
3118,3118,Cornwall Gardens,4350000,Penthouse,2494,3,3,3,,London,SW7 4BQ,51.4968787,-0.1884528
3119,3119,Colefax Building,475000,Flat / Apartment,542,1,1,1,23 Plumbers Row,London,E1 1EQ,51.5157021,-0.0657999
3120,3120,Sculpture House,450000,Flat / Apartment,738,2,2,2,4 Killick Way,London,E1 3FE,51.52028809999999,-0.0414032
3121,3121,Westbourne Terrace,1450000,Flat / Apartment,1067,2,2,2,,London,W2 6QT,51.5166042,-0.1800308
3122,3122,Durham Terrace,2250000,Flat / Apartment,1539,2,2,2,,London,W2 5PB,51.5176934,-0.1917345
3123,3123,New Road,4750000,House,8081,7,7,7,Esher,Surrey,KT10 9PG,51.3722327,-0.3576124
3124,3124,Cedars Road,3500000,House,3001,5,5,5,Barnes,London,SW13 0HP,51.4708994,-0.2446724
3125,3125,New Atlas Wharf,865000,Flat / Apartment,1551,3,3,3,3 Arnhem Place,London,E14 3SS,51.49609340000001,-0.0266799
3126,3126,Benbow House,8250000,Penthouse,4555,5,5,5, Southwark,London,SE1 9DS,51.5080477,-0.09591129999999999
3127,3127,Kent Terrace,7500000,House,3792,5,5,5,Regent's Park,London,NW1 4RP,51.52719760000001,-0.163303
3128,3128,Park Street,7925000,House,2648,4,4,4,Mayfair,London,W1K 2JZ,51.5112886,-0.1546478
3129,3129,Westbridge Road,5250000,House,4144,6,6,6,Battersea Park,London,SW11 3PW,51.4775408,-0.170829
3130,3130,Residence Tower,595000,Flat / Apartment,795,2,2,2,Woodberry Grove,London,N4 2BS,51.57131,-0.08977679999999999
3131,3131,Acfold Road,2650000,House,2454,6,6,6,Fulham,London,SW6 2AL,51.4749405,-0.1916115
3132,3132,Abbey Lodge,5950000,Penthouse,2220,4,4,4, St John's Wood,London,NW8 7RL,51.5279993,-0.1645394
3133,3133,North Gate,5600000,Flat / Apartment,2509,4,4,4, St. John's Wood,London,NW8 7EH,51.53236099999999,-0.1668583
3134,3134,New Road,2250000,House,3889,4,4,4,Esher,Surrey,KT10 9PG,51.3722327,-0.3576124
3135,3135,Dalling Road,1100000,House,1454,4,4,4,,London,W6 0JD,51.4939545,-0.2349419
3136,3136,Doulton House,1195000,Flat / Apartment,1024,3,3,3, Fulham,London,SW6 2FS,51.47524749999999,-0.1841256
3137,3137,Queensbridge Road,975000,Flat / Apartment,1194,3,3,3,Hackney,London,E8 3AR,51.5448008,-0.06954149999999999
3138,3138,Windsor House,600000,Flat / Apartment,1219,3,3,3, Bushey,Hertfordshire,WD23 2RH,51.6527377,-0.3687864
3139,3139,Chiltern Place,4950000,New development,1627,2,2,2,66 Chiltern Street,Marylebone,W1U 6NJ,51.5203342,-0.1557234
3140,3140,Oakhill Avenue,995000,House,1762,4,4,4,Pinner,Middlesex,HA5 3DL,51.5997393,-0.3819936
3141,3141,Hereford Road,725000,Flat / Apartment,521,1,1,1,Notting Hill,London,W2 5AJ,51.5160279,-0.193948
3142,3142,Hollandgreen Place,2750000,New development,1184,2,2,2,,London,W8 6AX,51.4993904,-0.2003116
3143,3143,South Quay Plaza,1375000,New development,1203,3,3,3,Canary Wharf,London,E14 9SH,51.5005473,-0.0172372
3144,3144,Wardian West Tower,1850000,Penthouse,1268,2,2,2, Canary Wharf,London,E14 9TP,51.5008785,-0.0219344
3145,3145,Kings Gate Walk,1825000,New development,934,2,2,2,Victoria,London,SW1E 6AN,51.4975162,-0.137858
3146,3146,St George's Park,807995,New development,1650,5,5,5,Suttons Lane,Hornchurch,RM12 6RS,51.5482167,0.2171193
3147,3147,Fairacres,1325000,Flat / Apartment,2403,4,4,4, Putney,London,SW15 5LX,51.4616054,-0.2443667
3148,3148,Buckingham Gate,750000,Flat / Apartment,596,1,1,1,,London,SW1E 6PB,51.4989114,-0.1385071
3149,3149,Wardian East Tower,575000,New development,531,1,1,1, Canary Wharf,London,E14 9TP,51.5008785,-0.0219344
3150,3150,Gertrude Street,1425000,Flat / Apartment,983,2,2,2,,London,SW10 0JG,51.48352,-0.1800238
3151,3151,The Arthaus Apartments,550000,Flat / Apartment,672,2,2,2,205 Richmond Road,London,E8 3FF,51.5435997,-0.05726150000000001
3152,3152,Duchess of Bedford House,2200000,Flat / Apartment,1337,3,3,3,Duchess of Bedfords Walk,London,W8 7QN,51.5031508,-0.1986504
3153,3153,Malvern Terrace,2000000,House,1450,4,4,4,Islington,London,N1 1HR,51.5393698,-0.1103942
3154,3154,Regan Yard,640000,New development,794,3,3,3, London,N1 6FU,N1 6PH,51.5323534,-0.0803774
3155,3155,Aberdeen Road,3500000,House,3247,5,5,5,,London,N5 2XB,51.5562627,-0.0951384
3156,3156,23 Maud Street,765000,Flat / Apartment,1234,3,3,3,Royal Docks,London,E16 1YU,51.51659369999999,0.0121571
3157,3157,Mozart Terrace,7500000,House,3871,5,5,5,Ebury Street,London,SW1W 8UP,51.4915609,-0.1525062
3158,3158,Gayville Road,875000,Flat / Apartment,782,2,2,2,,London,SW11 6JP,51.4525532,-0.161824
3159,3159,The Spinney,4350000,New development,8151,5,5,5,Queens Drive,Oxshott,KT22 0PL,51.34119159999999,-0.3570275
3160,3160,Jessel Drive,475000,House,1018,3,3,3,Loughton,Essex,IG10 2EX,51.6583735,0.0842599
3161,3161,Boat Race House,1320000,New development,1452,2,2,2,63 Mortlake High Street,London,SW14 8HL,51.4700019,-0.2635255
3162,3162,Whiston House,550000,Flat / Apartment,558,2,2,2, Halton Road,London,N1 2DH,51.5417615,-0.1003588
3163,3163,Ebury Square,5395000,Flat / Apartment,1845,3,3,3,,London,SW1W 9AH,51.4919826,-0.1513079
3164,3164,Hallowell Road,300000,Flat / Apartment,573,1,1,1,Northwood,Middlesex,HA6 1DT,51.609252,-0.4208515
3165,3165,Sussex Square,1600000,Flat / Apartment,1535,4,4,4,Paddington,London,W2 2SR,51.513504,-0.1738131
3166,3166,St John's Place,890000,Flat / Apartment,800,2,2,2,Clerkenwell,London,EC1M 4NP,51.5221599,-0.1038418
3167,3167,Junction House,862000,New development,978,3,3,3, Battersea,London,SW11 2NU,51.4652283,-0.1707307
3168,3168,Regents House,775000,New development,636,1,1,1, Battersea,London,SW11 4FA,51.4782357,-0.1463623
3169,3169,Charles Street,1600000,New development,1500,3,3,3,Barnes,London,SW13 0NZ,51.4702924,-0.2540115
3170,3170,Queen's Gate Place,1950000,Flat / Apartment,1376,2,2,2,,London,SW7 5NU,51.49722879999999,-0.1808607
3171,3171,Goodwood Court,680000,Flat / Apartment,484,1,1,1,54-57 Devonshire Street,London,W1W 5DZ,51.5220942,-0.1447257
3172,3172,Old Church Street,7600000,House,2896,4,4,4,,London,SW3 5DQ,51.4835533,-0.1711791
3173,3173,Overstrand Mansions,1800000,Flat / Apartment,1386,3,3,3,Prince of Wales Drive,London,SW11 4HA,51.4752125,-0.1570978
3174,3174,Overstrand Mansions,1490000,Flat / Apartment,1452,3,3,3,Prince of Wales Drive,London,SW11 4EY,51.4750574,-0.1580977
3175,3175,Cranbourne Court,1500000,Flat / Apartment,1088,2,2,2,Albert Bridge Road,London,SW11 4PE,51.4804752,-0.1664055
3176,3176,Enclave Court,1100000,Flat / Apartment,1056,1,1,1, Clerkenwell,London,EC1V 0BH,51.524681,-0.1001475
3177,3177,Girdlers Road,1030000,Flat / Apartment,959,2,2,2,Brook Green,London,W14 0PS,51.4963007,-0.215863
3178,3178,Television Centre,1350000,Flat / Apartment,1007,2,2,2,3 Wood Crescent,London,W12 7GN,51.5100255,-0.2268465
3179,3179,Pentland House,880000,Flat / Apartment,693,2,2,2,188 Cromwell Road,London,SW5 0SJ,51.49498209999999,-0.1931669
3180,3180,Belgrave Court,875000,Flat / Apartment,1278,2,2,2, Canary Wharf,London,E14 8RJ,51.50714989999999,-0.0290696
3181,3181,Gooch House,544999,Flat / Apartment,792,2,2,2, Greenwich,London,SE10 0XL,51.4905884,0.005724
3182,3182,Holland Road,799000,Flat / Apartment,835,1,1,1,,London,W14 8HL,51.4985505,-0.2088884
3183,3183,Cadogan Court,5250000,Flat / Apartment,2456,4,4,4, Chelsea,London,SW3 3BX,51.49202769999999,-0.1633347
3184,3184,Winchester Place,2150000,New development,2453,4,4,4,Highgate,London,N6 5HJ,51.5711516,-0.1420503
3185,3185,Winchester Place,2000000,New development,2421,4,4,4,Highgate,London,N6 5HJ,51.5711516,-0.1420503
3186,3186,Windmill Road,1000000,House,2701,4,4,4,Brentford,London,TW8 9NH,51.4916937,-0.31106
3187,3187,Green Street,3850000,Flat / Apartment,995,2,2,2,Mayfair,London,W1K 6RL,51.513058,-0.1539421
3188,3188,Christchurch,875000,Flat / Apartment,1193,2,2,2, Richmond,Surrey,TW9 2AU,51.4677005,-0.2954604
3189,3189,Lammas Park Road,700000,Flat / Apartment,1025,3,3,3,,London,W5 5JD,51.5062834,-0.3082004
3190,3190,Sedlescombe Road,2000000,House,2282,4,4,4,,London,SW6 1RB,51.4853317,-0.1989353
3191,3191,Elsworthy Road,7250000,New development,3185,4,4,4,Primrose Hill,London,NW3 3DS,51.5413854,-0.1637122
3192,3192,Roland Gardens,3250000,Flat / Apartment,2476,4,4,4,,London,SW7 3PG,51.4889929,-0.1803676
3193,3193,Sloane Court East,1075000,Flat / Apartment,724,1,1,1,,London,SW3 4TQ,51.4897712,-0.1564966
3194,3194,Bickenhall Mansions,2850000,Flat / Apartment,2163,4,4,4,Bickenhall Street,London,W1U 6BU,51.52104199999999,-0.1584192
3195,3195,Stanley Mansions,1650000,Flat / Apartment,1139,3,3,3, Chelsea,London,SW10 0AG,51.4858083,-0.1802927
3196,3196,Carrington House,1700000,Flat / Apartment,788,2,2,2, Mayfair,London,W1J 7RG,51.5059956,-0.1474694
3197,3197,Winston Road,1350000,House,1552,4,4,4,,London,N16 9LL,51.5560166,-0.0855556
3198,3198,Milton Grove,2395000,House,2277,4,4,4,Stoke Newington,London,N16 8QY,51.5556665,-0.0828439
3199,3199,Mallord Street,5750000,House,3059,5,5,5,,London,SW3 6DT,51.4859413,-0.1738058
3200,3200,West Smithfield,895000,Flat / Apartment,648,2,2,2,,London,EC1A 9DY,51.518869,-0.1005336
3201,3201,Clarence Park Crescent,2500000,House,2316,5,5,5,Stanmore,Middlesex,HA7 3GD,51.62691539999999,-0.3383037
3202,3202,Sandy Lodge Way,850000,House,1384,5,5,5,Northwood,Middlesex,HA6 2AS,51.6186049,-0.4262759
3203,3203,Wyndham Street,3650000,House,2390,4,4,4,Marylebone,London,W1H 1DB,51.52068999999999,-0.1617776
3204,3204,Lowther Road,2800000,House,3502,6,6,6,Barnes,London,SW13 9NP,51.4802664,-0.2450475
3205,3205,The Vineyard,595000,Flat / Apartment,632,1,1,1,Richmond,Surrey,TW10 6AS,51.4583618,-0.2994932
3206,3206,Paddock Way,3499000,House,4831,5,5,5,Putney,London,SW15 3TN,51.4478902,-0.2305155
3207,3207,Danemere Street,2350000,House,3134,6,6,6,Putney,London,SW15 1LT,51.4694027,-0.2240972
3208,3208,Ravenswood Park,925000,House,1607,4,4,4,Northwood,Middlesex,HA6 3PR,51.6136473,-0.410704
3209,3209,Lavender Gardens,950000,Flat / Apartment,911,2,2,2,,London,SW11 1DJ,51.46349679999999,-0.1623635
3210,3210,Quarrendon Street,4000000,House,3394,6,6,6, Fulham,London,SW6 3ST,51.4728745,-0.1952642
3211,3211,Icon Apartments,525000,Flat / Apartment,1030,3,3,3,32 Duckett Street,London,E1 4FX,51.52028809999999,-0.0414032
3212,3212,Metcalfe Court,575000,Flat / Apartment,924,2,2,2, Greenwich,London,SE10 0BZ,51.4951239,0.0134147
3213,3213,Godolphin Road,1495000,House,1965,4,4,4,Shepherd's Bush,London,W12 8JW,51.5054108,-0.2331301
3214,3214,Almeric Road,500000,Flat / Apartment,546,2,2,2,,London,SW11 1HL,51.4599722,-0.1658447
3215,3215,Manor Road South,1199950,House,2041,4,4,4,Esher,Surrey,KT10 0QL,51.3724433,-0.340651
3216,3216,Bedford Row,3000000,House,2607,5,5,5,,London,SE1 4GP,51.4981703,-0.09293739999999999
3217,3217,Tudor House,925000,New development,666,1,1,1,Duchess Walk,London,SE1 2SA,51.5036329,-0.0772192
3218,3218,Grosvenor Square,18950000,Flat / Apartment,3541,4,4,4,,London,W1K 6LE,51.51222989999999,-0.1521741
3219,3219,Northumberland Place,3250000,House,1929,4,4,4,Notting Hill,London,W2 5BS,51.5164829,-0.1960487
3220,3220,Eaton House,1200000,Flat / Apartment,1574,3,3,3, Canary Wharf,London,E14 8RN,51.5072315,-0.0280429
3221,3221,Sandy Lodge Way,1250000,House,1500,4,4,4,Northwood,Middlesex,HA6 2AS,51.6186049,-0.4262759
3222,3222,Yoakley Road,1250000,House,1252,3,3,3,Stoke Newington,London,N16 0BA,51.5633547,-0.0800681
3223,3223,Chalfont House,4350000,Flat / Apartment,1773,3,3,3,19-21 Chesham Street,London,SW1X 8NG,51.495951,-0.1560456
3224,3224,Woodstock Grove,450000,Flat / Apartment,440,1,1,1,,London,W12 8LE,51.5031606,-0.2163587
3225,3225,Albert Court,2950000,Flat / Apartment,1055,2,2,2,Kensington Gore,London,SW7 2BL,51.5002235,-0.1762317
3226,3226,Wellfields,1000000,House,1758,4,4,4,Loughton,Essex,IG10 1NX,51.6509872,0.0696817
3227,3227,St. Frideswides Mews,400000,House,571,1,1,1,Canary Wharf,London,E14 6LN,51.5122566,-0.009825
3228,3228,Harcourt Terrace,1200000,Flat / Apartment,569,1,1,1,,London,SW10 9JP,51.487738,-0.1864385
3229,3229,Garthside,2500000,House,4348,6,6,6, Ham,Richmond,TW10 5JA,51.4297639,-0.2987428
3230,3230,Masons Yard,950000,Flat / Apartment,519,1,1,1,St James's,London,SW1Y 6BU,51.5076129,-0.137158
3231,3231,Redington Road,1300000,Flat / Apartment,1210,3,3,3,Hampstead,London,NW3 7RR,51.56094900000001,-0.1888933
3232,3232,Discovery Dock Apartments West,800000,Flat / Apartment,1066,2,2,2, Canary Wharf,London,E14 9LT,51.501432,-0.0190286
3233,3233,Manor Road,2650000,House,3788,4,4,4, Loughton,Essex,IG10 4AD,51.66346979999999,0.0331027
3234,3234,Manor Road,2995000,House,4543,5,5,5, Loughton,Essex,IG10 4AD,51.66346979999999,0.0331027
3235,3235,Pelhams Walk,2350000,New development,4300,5,5,5,Esher,Surrey,KT10 8QD,51.37086439999999,-0.3749165
3236,3236,Pembroke Avenue,799000,House,1589,4,4,4,Surbiton,Surrey,KT5 8HW,51.39685919999999,-0.2789758
3237,3237,Abingdon Villas,4650000,House,3343,4,4,4,,London,W8 6BX,51.49807089999999,-0.1934481
3238,3238,Columbia Gardens,695000,New development,551,1,1,1,,London,SW6 1FA,51.4864974,-0.195202
3239,3239,Copsem Drive,2350000,House,5011,6,6,6,Esher,Surrey,KT10 9HD,51.3597954,-0.3639894
3240,3240,New Crane Place,1999000,Flat / Apartment,2247,3,3,3,,London,E1W 3TX,51.506042,-0.05373000000000001
3241,3241,Eaton Square,995000,Flat / Apartment,1073,2,2,2,,London,SW1W 9BD,51.4948698,-0.1519113
3242,3242,Courtyard House,1200000,Flat / Apartment,1147,3,3,3, Fulham,London,SW6 2TR,51.4729104,-0.1824472
3243,3243,North Gate,2999000,Flat / Apartment,1581,3,3,3,Prince Albert Road,London,NW8 7EJ,51.53236099999999,-0.1668583
3244,3244,Waterford Road,2995000,House,2486,5,5,5, Fulham,London,SW6 2DR,51.4781694,-0.1922327
3245,3245,Earl's Court Square,525000,Flat / Apartment,420,1,1,1,,London,SW5 9DG,51.489632,-0.1932056
3246,3246,Onedin Point,600000,Flat / Apartment,799,2,2,2,22 Ensign Street,London,E1 8JT,51.509922,-0.06757239999999999
3247,3247,Clapham Common North Side,6995000,House,8880,7,7,7,Clapham,London,SW4 0AA,51.46179189999999,-0.1483094
3248,3248,Rosscourt Mansions,1000000,Flat / Apartment,1156,3,3,3,Buckingham Palace Road,London,SW1W 0PR,51.49900909999999,-0.1429695
3249,3249,Donovan Court,875000,Flat / Apartment,648,1,1,1, London,Chelsea,SW10 9QS,51.4874886,-0.1790447
3250,3250,Park Village West,3950000,House,2029,4,4,4,Regent's Park,London,NW1 4AE,51.5343221,-0.1457279
3251,3251,Harley Street,18500000,House,8603,6,6,6,Marylebone,London,W1G 6BF,51.5223743,-0.1487938
3252,3252,Amhurst Road,485000,Flat / Apartment,563,1,1,1,Hackney,London,E8 2AW,51.550863,-0.0652463
3253,3253,Upper Wimpole Street,12750000,House,7526,6,6,6,Marylebone,London,W1G 6LG,51.5208171,-0.149275
3254,3254,New Barns Farm,1000000,House,1690,4,4,4, Chigwell,Essex,IG7 6BJ,51.6199665,0.061769
3255,3255,New Barns Farm,1000000,New development,1636,3,3,3, Chigwell,Essex,IG7 6BJ,51.6199665,0.061769
3256,3256,New Barns Farm,950000,New development,1560,3,3,3, Chigwell,Essex,IG7 6BJ,51.6199665,0.061769
3257,3257,Bideford Avenue,650000,New development,1139,4,4,4,Perivale,Greenford,UB6 8DF,51.5347401,-0.31979
3258,3258,Lingfield Road,1295000,Flat / Apartment,1372,2,2,2,Wimbledon,London,SW19 4QA,51.4243844,-0.2193118
3259,3259,Coombe End,3650000,House,5424,6,6,6,Kingston upon Thames,Surrey,KT2 7DQ,51.4174504,-0.2636049
3260,3260,Berkeley Tower,550000,Flat / Apartment,691,1,1,1, Canary Wharf,London,E14 8RP,51.506372,-0.0277342
3261,3261,Ditton Grove,1000000,New development,1610,3,3,3,Esher,Surrey,KT10 9FN,51.3765693,-0.3552015
3262,3262,Arundel Gardens,9500000,House,4683,6,6,6,Notting Hill,London,W11 2LB,51.5137325,-0.2066928
3263,3263,Abbey Road,1750000,Penthouse,1535,3,3,3,St John's Wood,London,NW8 9GS,51.5331187,-0.1779733
3264,3264,The Mansions,1650000,Flat / Apartment,1698,4,4,4,252 Old Brompton Road,London,SW5 9HW,51.489407,-0.1914427
3265,3265,Richard Burbidge Mansions,1700000,Flat / Apartment,1796,3,3,3, Barnes,London,SW13 8RB,51.484203,-0.2293413
3266,3266,Clapham Common North Side,685000,Flat / Apartment,655,1,1,1,,London,SW4 9SH,51.4615717,-0.1577333
3267,3267,Geraldine Road,800000,Flat / Apartment,993,2,2,2,Wandsworth,London,SW18 2NS,51.4557414,-0.1840646
3268,3268,Linksway,4995000,House,8042,6,6,6,Northwood,Middlesex,HA6 2XB,51.6051714,-0.4351307
